"","U_SARS_ANG","SARS_COV2","ACE2","Ang","AGTR1","U_ADAM17_SIL6Ra","ADAM17","Toci","Sil6r","U_EGF_EGFR","EGF","U_TNF_EGFR","TNF","U_IL6STAT_EGFR","Gefi","EGFR","U_PRR_NFKB","PRR","NFKB","IL6STAT3","IL6AMP","cytok"
"1",35.1385041463768,48.2968428467509,38.7414456762072,62.378712771771,96.4145887596802,26.7458227891006,97.4402404823368,56.3496508865819,52.0338395684636,23.653698181572,91.8289310738706,24.836266917893,98.3404120184389,37.8117291789696,38.7354618925767,74.9058837205344,47.3911491995131,87.0556552802858,96.7151169705005,19.0090542013946,62.195215079072,85.570111799505
"2",24.777451037295,36.5123063371592,51.171208535984,32.6724024222431,75.4671850661971,49.5197972015331,98.3841023836152,56.1193184503695,78.4752290211866,42.6455709898549,97.2059778839389,46.2914119157947,99.9095439080631,32.9057804493898,46.8364332422208,82.1396221275423,43.8660872806622,78.816530410778,98.4514640863134,47.529144950478,80.6374656192298,95.1541538119898
"3",60.1970074406333,76.1916186906742,16.7067520987734,94.8842525482743,98.9385094116396,48.600043853955,98.4263478408817,36.2922236639466,87.56679950955,40.7071013812077,95.8975705766107,23.2180596365639,98.0812158532625,22.2966477217185,36.6437138758995,76.5970359543272,52.9639717227091,96.1432360636027,96.7012165953146,67.901097532615,87.149865926437,95.7053837330302
"4",49.1926990466438,67.5131188811066,24.7334686636069,90.4464376214411,101.273462507846,50.6079030632322,100.974212667041,47.1073158507284,87.1071928742774,21.4830607126001,94.0331198282822,51.7978114865575,101.422052159811,43.6869693218968,60.9528080213779,53.1171905030603,31.9644164249223,94.7770004722252,95.3551373699667,44.1495440159743,79.3527623236815,96.1845800451394
"5",43.4415006816598,59.5255362223267,29.6261232043961,82.0048958929813,99.6991984086282,36.4941603714321,99.172544443118,45.6939564737446,74.8296107323197,14.7011453107985,89.5188936431626,51.1765453788961,100.132796609608,41.3960152495314,48.2950777181536,65.6335643539144,23.9737433141357,88.9822582578247,97.536407601152,34.0311997608069,73.2711574493903,92.7174957905037
"6",50.9641761011851,67.0583597725976,22.6428042327324,89.9810748233369,98.8455472957453,38.6923444448121,98.0824830941433,28.3735114715808,85.4998250261909,40.9047865366269,95.9113663712898,27.6226405854304,98.3314928708832,49.3443047214161,36.7953161588198,95.2348365591377,49.332509705523,94.1563445559482,98.4045593956011,33.5411089197202,72.1736552748864,91.0913026554841
"7",44.5351567882921,60.9973495781898,28.5796048519524,83.8560607139121,99.9434092985058,47.6358590777406,99.750597626791,53.1083998017723,79.8999813616661,20.8693003641107,92.4404639868853,27.698354591689,99.7102335010585,38.4056063402677,49.8742905242849,53.419783281548,58.0608925390866,94.8146213657501,90.4151359587177,42.4507066404971,75.5475987472864,93.7820720194672
"8",30.8971650280693,44.394159384237,43.887525673279,51.0284892228272,93.7095597594051,35.0609426595852,99.1876015666904,25.8765420395292,86.4752977884096,51.1034155096049,98.8133101643688,45.9779091786902,100.470003706549,60.0837018511734,52.3832470512922,94.2387751299723,39.4349636743536,84.057338262644,100.00712548388,24.8755072320946,69.0126548124097,91.123371141581
"9",22.7693394190199,34.6153135480449,53.4572714358323,28.0843800730084,68.4228030496843,51.1335984755571,98.3493539022723,32.5324657120496,91.5119171342498,53.4044254689097,98.8133629524185,42.9886440854173,100.241230794555,49.5663975008213,50.7578135165349,93.4182575637879,58.8591131889724,82.4514706220215,99.4269159781448,40.2790784437385,77.7277241855977,94.643820135652
"10",41.9192141099235,57.0400898161094,31.0920494211464,78.7859149063201,98.8806773338719,54.5896272165295,99.1115658018102,54.9815444505731,82.9462386667986,48.6829790968081,97.52247029975,38.8986062804976,99.2833171666183,45.8562247741771,41.9461161284364,92.5177811703389,55.7838342842404,92.569852477797,98.6529913209261,35.7038846492405,74.0433961106282,92.4021171157055
"11",40.8721342047964,57.5720085646904,32.4527534732139,78.3008953340438,100.665916639438,46.3459312383458,100.758162255183,39.5912725548574,87.9993491320859,22.4442686541044,94.235188945211,31.923249809812,100.937075099861,33.6059169408042,60.1178116845085,31.414447326136,45.0228462431414,93.0334129504793,76.9868982467989,57.4752136728711,79.824675198143,96.2441776155459
