"","U_SARS_ANG","SARS_COV2","ACE2","Ang","AGTR1","U_ADAM17_SIL6Ra","ADAM17","Toci","Sil6r","U_EGF_EGFR","EGF","U_TNF_EGFR","TNF","U_IL6STAT_EGFR","Gefi","EGFR","U_PRR_NFKB","PRR","NFKB","IL6STAT3","IL6AMP","cytok"
"1",40.6667233750457,54.7920718002549,32.3508727444683,75.6999184756823,97.9455041686319,26.7746806960782,97.1664940928398,30.5816552150824,74.5774182055446,49.8738134567294,96.8153763137194,34.5790050219002,98.3986046637016,63.3147078756363,34.8499128353938,1,41.9894204845295,88.8233493715649,31.9986166400413,13.3827530896559,27.1044237250124,42.1840405516497
"2",31.2409574344844,43.9994710700227,43.4572541740949,51.2853395538458,93.0246942282338,50.2344232658382,99.0457548919908,40.3320983036412,87.6794323354474,18.5594109482126,90.8026260629171,55.5857975656135,99.7683498778963,56.5949551199451,44.2036326287023,0,34.7577676306623,81.6050478293148,33.5147772798414,28.3638067094212,38.6476481281898,60.2413792121851
"3",42.5947809298957,57.9366011260298,30.3972367523782,80.0789355798528,99.0324776041976,50.3606824842525,99.081395898281,32.2718998231703,90.6514036202423,46.1971281838804,97.3122793474648,49.0655647850266,99.5427819367128,39.8745891457314,42.6701297804237,1,44.0384672883553,91.2773248787169,32.67017230635,50.5751097945899,54.5190454948771,79.5234845783626
"4",43.1453471225366,58.0206098117986,29.7416012942048,80.5305561978949,98.4740767968149,30.5990971136203,97.650384168682,46.4814072846333,66.0061670700229,29.0112728490017,93.3416899369222,34.8626290248978,98.6198871299983,44.8880050410131,36.8273206632398,1,63.2504443392058,93.2640148348003,24.4167523958206,22.2564464546134,29.6748579883985,46.1985699253238
"5",44.0801753858298,60.7371336228234,29.0750046922525,83.4003721252583,100.207986809734,53.9764082262027,100.205370281648,48.5931452638062,87.3164152443057,15.4268942016606,90.5932169373515,32.4002019396586,100.19794306409,53.5326288228316,52.720908392002,1,37.7760892131316,92.396518240166,36.905530450083,32.1184760209432,43.8582901498288,68.2854691019437
"6",56.5541031670828,73.4814631737738,19.0004076818695,94.0350351035975,99.5926867522067,69.031087510274,99.5155189535481,44.1428510207028,93.9449289909433,37.8096298166505,96.1938252905988,39.9059376104778,99.4548364769894,46.9980293618888,43.343880646792,1,42.4738155018753,95.6197633744103,34.3877491223198,45.0464956957773,51.3127034070118,76.3069052487293
"7",50.854166213746,68.7316549360325,23.2555933668947,91.4152413554222,100.674984865686,49.5031636367331,100.308310084312,48.3394173582903,84.8732046719583,31.5277319713075,96.1649714250508,44.4205954522425,100.694355737704,31.8873054782571,54.7287442610436,1,30.881172152548,94.3998508229629,40.9436875155499,55.9702067949381,63.6404035103184,88.1691353893599
"8",50.2380194191585,68.798640854584,23.952886174587,91.5122331599744,101.420940096065,31.2687997637201,100.387829378759,28.7400998081708,83.8508022585177,20.0212894960432,93.4955920695278,50.317234329135,101.521621835353,51.2950015197863,62.1653397923374,1,42.0480591434981,96.4059138010886,37.1123437804777,32.4902858208017,45.1780778049458,70.9420723564535
"9",34.2763140592202,48.1019622427291,39.8093586495702,60.7292213864065,96.8929176398356,46.1935006756302,99.374619340481,49.1444058231422,80.8694902591206,42.56768324446,97.3512698805028,43.4940853283052,99.9468176434546,36.0706700531498,47.5523700449567,1,31.7917548548679,84.0214249404892,37.1635392025301,46.0463732513649,53.8654927272669,79.3711998165125
"10",42.8273772410589,58.8188808729261,30.2521014909748,80.9981032287522,99.683764981613,24.5911200799536,98.5160074675861,39.7522120884502,67.0732483039938,32.8094773163886,95.6056822270703,39.2820480750803,99.9525037518892,72.0263380554159,48.6658112033064,1,41.2168286583301,91.7806984358529,34.7330683167278,7.82450066771144,26.2775018482372,42.352538305282
