"","U_SARS_ANG","SARS_COV2","ACE2","Ang","AGTR1","U_ADAM17_SIL6Ra","ADAM17","Toci","Sil6r","U_EGF_EGFR","EGF","U_TNF_EGFR","TNF","U_IL6STAT_EGFR","Gefi","EGFR","U_PRR_NFKB","PRR","NFKB","IL6STAT3","IL6AMP","cytok"
"1",46.8170642549785,63.9941006148645,26.5284684199361,87.1956829290584,100.376010725342,41.2974781281199,99.8616690556201,45.9516122965363,79.7553967145751,37.8560784718407,97.1967650083135,26.4889453606413,99.9623997676577,36.3227563622069,52.9301317129912,0,19.8575225021579,90.7896908118798,43.6024694901146,45.1688658223701,56.9396498604664,82.7934781399679
"2",37.0926745661687,51.887754837139,36.5188863733035,68.7335769882407,98.7213081987539,42.615261520392,99.5783899546388,44.6254354652147,81.2605973648052,35.9009743988051,96.5389088307598,31.8582816973794,99.9104714254297,56.0130195026242,50.2225126382552,1,36.7485771027995,87.8400997977603,36.0146198386351,24.5670120945582,37.7444257918171,59.539187315644
"3",51.6652294061541,70.3844831826688,22.9050302644134,92.7078582725099,101.477519381559,29.8248040507264,100.342758621001,54.2128290598332,62.4054373506224,37.3805670271725,98.1174422562149,42.8210990973961,101.440261349458,24.7936239771044,62.4622224118976,1,42.9879855272556,96.9077829118579,36.8090368517943,43.2430570285239,53.0827150005436,80.0755609938484
"4",40.4773254981295,54.3020637422619,32.5317318807276,75.0786177479641,97.6367828646532,59.2887318090802,98.2204968169661,61.6030628301376,81.1756377490208,40.5354334853492,95.4149006043033,39.7352998328673,98.3196764667955,48.5175225432673,32.2866387698602,1,42.8239252645063,88.4954990818501,31.2848656769825,30.1854295991342,37.6947070763892,57.6734279280505
"5",32.9685459529676,48.4153100833582,41.4522356418108,58.6928047675644,98.2635620364228,48.5112631022675,101.43664626225,52.9644836491687,83.1985133081257,27.0304565572077,96.4358421336461,21.2186624466435,101.146482693707,33.7422993919011,66.9738953255477,1,34.3383570345077,86.8489878327468,38.8578159369591,53.2178868639064,61.9145274059072,88.1923521737249
"6",36.1637205645827,50.6377803400063,37.5895741063467,66.1975074000753,98.2359978396941,46.9827463583522,99.6239270256316,41.9595641292907,85.7474897968602,41.0470021815402,97.3294955357652,52.0726460671835,100.250850427763,46.4195527864061,49.3313077709197,0,53.3678987529432,90.451317790726,28.1142176262915,38.3970947902414,43.8269097094172,67.9051997452526
"7",60.9153242946993,76.086411602766,16.0331371964364,94.4517233300704,98.1960048451057,45.6694098065594,97.5759688389242,30.6927017681613,87.3541945069725,26.340998928989,91.795860443138,35.6765235171243,97.8916491663405,52.2192595246466,29.2980036951461,1,41.1475271365279,94.6145742042942,33.0022049586998,31.2397096323221,38.9758283424336,59.2211402907153
"8",39.8588083440384,53.8736969213342,33.2526355716106,74.049528495831,97.8806277484793,35.8074724092616,97.7877408301291,30.0576334925112,82.5680460154075,25.075579615114,92.0697921932681,23.7433811783953,97.981498292889,40.3231050671191,35.6509433292393,1,47.9318742052812,89.5501609697381,29.5710125196597,41.2927847087739,45.3271760775118,68.4808856939776
"9",49.8116855315993,66.6731822832626,23.8045773271276,89.7448409607236,99.723158817767,36.2989593702729,98.8986706765566,57.8826723840447,63.861348243003,19.6773999639835,91.3635120635975,29.7963752829164,99.3479598888237,32.4676557104857,45.6349334525979,0,40.6720865102977,94.038434088234,33.69904753621,33.9371662831022,42.9151998397043,66.3237095426859
"10",53.2948625800376,70.3626743055151,21.1709708507392,92.3730350524799,99.7216292381501,44.1605492082909,99.1443425959496,40.1001716520496,84.2662102543585,27.6750247220373,94.0344210680706,41.420309794032,99.6444358653245,44.1002724828605,44.9760666381899,0,59.6517831136725,96.4786071327629,26.2710338584901,39.3060508593054,43.1558493316244,66.5798595638144
