"","U_SARS_ANG","SARS_COV2","ACE2","Ang","AGTR1","U_ADAM17_SIL6Ra","ADAM17","Toci","Sil6r","U_EGF_EGFR","EGF","U_TNF_EGFR","TNF","U_IL6STAT_EGFR","Gefi","EGFR","U_PRR_NFKB","PRR","NFKB","IL6STAT3","IL6AMP","cytok"
"1",58.1474852021158,77.4511739964853,19.1127227805696,96.8737060302189,102.094553787319,37.3128992198878,101.268440759161,57.4658630183772,69.218196535553,19.311841574547,93.9977325547625,35.6094408063146,101.837614691636,42.77729914548,67.8724716134052,1,52.0213484547523,99.392747265693,33.9757674804063,29.7725648555645,42.2430330019335,67.6400156659649
"2",22.9666887913568,33.064658848117,53.2269722186717,26.786654057253,64.3448298628501,33.5393329478811,93.6633135044606,37.3449110904565,73.6991591331933,35.8521893027272,94.071962377078,35.6278173879621,98.1476528618677,34.4988171333138,33.0322831777765,1,29.3738445004224,68.6646977026763,32.8917162914516,39.4889102895761,45.3711746212233,68.275036993034
"3",33.1631274877689,45.7655504094126,41.1146359588979,56.5366107638668,94.665636800116,23.4049990185122,96.9461678601007,47.1617688574568,56.5582965007356,56.5111379597092,97.729005044489,22.1729089003573,98.0658319568322,41.6584934475064,38.0570748956454,1,33.1117501995796,81.8044818859897,34.6593149799297,18.7625741035307,31.9583808393428,49.7432675780997
"4",40.2966167092812,54.9379167113385,32.8240114667161,75.4544972032558,98.5278277323432,45.5841254358215,98.7421833872165,41.3563271621054,83.9735110353857,38.1335709371354,95.9224976155868,41.4988229912442,99.2290759934109,39.2205161356235,40.877070488632,1,21.4261246161989,85.100727022234,41.5280107214665,44.5526964510101,54.2526281955683,79.0848639050253
"5",51.5576204867444,67.5516513172907,22.1401147725176,90.3185686758775,98.7042101816477,49.5968132312386,98.3133134324759,36.793272923457,87.6997446715796,35.6584052868868,94.8499653832349,34.5403797098447,98.4741591600299,40.4183187235449,35.2932665888052,1,61.8818426433198,95.1696277575145,25.1211982053156,46.2091692506008,46.7483869465272,70.224933862874
"6",45.7804504718545,61.0403337410122,27.1101769248605,84.4038677930979,98.5319053710674,35.7873680647591,97.8068153496145,50.8236070616601,67.8493483778123,52.0352504824385,97.1374385812816,48.1145453477975,98.7997732259645,55.7649044044556,35.5272005477189,1,42.6842385592657,91.5067748643385,32.4422523751606,14.8382736707578,28.2461783050849,43.9399204562984
"7",38.4645615402635,53.8249487639672,34.9795667781,72.3430176707731,99.3927587743864,42.4582441409626,99.823323926868,32.4559047997628,87.9550197017514,29.6941794417273,95.4300490813175,30.8018777481497,100.104467468745,44.704901331691,52.4813934029055,1,48.6516557057903,91.3356641610845,31.7799660035282,42.8877641634194,49.3043469505484,74.9839438321961
"8",46.2710406234779,62.446923138361,26.8189495597925,85.7515975530108,99.4152131903851,38.6787566531546,98.8098696709193,29.6445927934667,85.8488191505239,34.8774399395393,95.6058863814138,52.0182405194921,99.6925868774452,65.5849168628052,43.8304477411285,0,36.6380302969974,91.9764545103251,34.9506199410647,18.9557470961176,32.7917917920739,51.5700918177121
"9",41.5773848554808,57.0795558230588,31.5161023860171,78.5318631826166,99.3221503763584,40.9025623091083,99.1662947057043,38.6080792246413,83.0134566866049,39.0381977089558,96.6866731511297,38.3731819496909,99.7294011739939,52.6537949608262,46.5265762628223,1,53.3696564745613,92.715306323046,29.4094232486187,28.8086355870808,37.2614493095148,58.4669030922108
"10",39.8637989989388,57.0047612415672,33.6178622323911,76.7658470194432,101.234646548565,54.7287384372144,101.661978215853,54.0280034555993,87.0694134931659,26.0831734657602,96.2039652865868,51.2622442513966,102.017138850528,58.4276901260446,66.8997810732938,1,14.3325383903905,87.2191238818316,48.8378106365879,28.3318458067636,48.3652540853421,75.333475306723
