"","U_SARS_ANG","SARS_COV2","ACE2","Ang","AGTR1","U_ADAM17_SIL6Ra","ADAM17","Toci","Sil6r","U_EGF_EGFR","EGF","U_TNF_EGFR","TNF","U_IL6STAT_EGFR","Gefi","EGFR","U_PRR_NFKB","PRR","NFKB","IL6STAT3","IL6AMP","cytok"
"1",44.9801197265615,61.0549277723784,28.0603155545015,84.1106231475787,99.4815292307059,47.6613161607097,99.2649306598867,40.6619592380763,86.2447536517381,33.8784629601248,95.5863832006056,41.0057756514519,99.6547761533969,53.7499248794308,45.1464054061967,1,50.3943352876192,93.4809744290236,30.6647316100097,30.2164531532783,38.7081991979565,60.4225803427993
"2",40.6596305557435,56.6716226131845,32.5890567317073,77.3255753515043,99.9594092965156,47.2897776107872,100.126737308705,21.5462121589097,94.0007946762847,30.4136922015675,95.7776600909493,40.4726148886959,100.517382833268,44.9745473016123,53.7328870795606,1,37.4796993085284,90.7461310564393,36.8365549742497,48.6573517806666,56.2635513695711,82.267222547579
"3",44.8816768599146,59.8952235377622,27.9633060013179,83.0800488995187,98.393392037013,34.2784217264981,97.6424087884786,41.8337553473032,73.4287621478982,26.7218486940414,92.4672231834105,51.7085978014585,98.7663925414365,56.1225613461815,34.7205379748116,1,35.2686849520535,89.8608746710005,35.3476028222866,17.6818604276668,31.2158114372655,48.2958121908548
"4",36.6912247185813,51.5496095295644,36.9945082911296,67.8337578471783,98.7528976043526,47.8706979291804,99.9203408592352,67.783514683052,69.2494631474421,32.7004363254658,96.0883397878752,44.9974147089077,100.411338810019,48.9505971154378,51.8566462663156,1,38.0299222778941,88.0997587394564,35.7665096600104,22.4823975945647,36.3446099237462,57.6568738776813
"5",52.3882404042921,69.8605883879806,21.959939249559,92.1460022127092,100.168415498645,40.8403535200514,99.4932373614459,36.8569471308096,84.372799637704,16.8446618260066,90.7145078293316,51.591365995192,100.260598610477,47.8521997222529,49.494369812771,1,35.6982069605384,94.7546944725998,38.113980939688,35.4799555939621,46.6238853236351,71.4916092195478
"6",41.4611150965256,57.1913110350286,31.6743134286477,78.525715503142,99.5761052273816,43.8549049860259,99.5383501349644,52.5536262905268,76.8433244790546,15.7544534018454,90.1948831943268,49.459045978941,100.192943549723,33.8075174849866,49.0701763841261,0,37.8031454785857,90.5714375674089,34.7416054649174,45.0120295362552,52.0362655214468,77.6516422595351
"7",34.4417155606836,48.3378606129846,39.6134746130094,61.2363098756475,97.0517603430544,44.395903573507,99.3450157269655,32.7487522128197,88.2611139184655,26.3834421897468,93.9845780359716,24.242880433747,99.3108251095913,54.1489375633106,47.8473136808155,1,50.3216939075334,88.6071894308967,29.8673377908411,31.7813627431369,39.7161741632816,62.1296371149724
"8",39.528982518157,53.7755092365247,33.6516542321825,73.5940682826513,98.147809623343,39.6659655642165,98.2905511847312,27.104674677348,86.8966501266969,21.5567276134513,91.2586720765701,45.4908477227566,99.0867983115181,61.280322160738,38.7569060693217,1,36.344632629825,87.6189245525156,34.8138253151235,22.7346857696687,34.771566857888,54.0196178539421
"9",46.0262083925597,63.1163795331566,27.251818016524,86.2381194197964,100.389603068983,31.1389456435364,99.448659201303,41.5135726021991,73.547782082617,49.3811047878153,98.7611465625488,39.7196119899665,100.45457353757,44.2748570737113,53.3965601069701,1,31.0525078251823,92.3442927759143,40.1792072779815,30.3269893382955,44.2137023364505,68.8189878300079
"10",40.8349684520132,56.3257267369797,32.3274432208741,77.2011268135774,99.3883402552289,37.3217526448477,99.1777158200772,52.2958777339831,70.3592661100016,39.2806370187658,96.8867584078906,47.905988202243,100.0720826542,44.356421883236,48.1127919277427,1,31.6306060190568,88.8949058551749,38.4670392253837,27.1376354798824,40.5259085035548,63.2958395686173
"11",39.907294707797,55.3438964195398,33.3521999634987,75.3930470135632,99.4102065740656,31.0907305729103,99.0267345856159,42.5285237833581,72.0649160785662,37.9433891373519,96.8066085271086,36.5183138726171,99.9991110062912,46.7881503147913,49.7525347191622,1,22.3740464017221,86.4678566563503,42.474331225938,26.2671907348487,41.9955429769282,65.4910260031192
"12",41.8633732254072,57.1770795714039,31.1794409111176,78.8580193084847,99.0906193398883,29.2868144586312,98.324999541112,60.492833635864,52.2575943067096,33.1024245817395,95.1792807160358,47.1617342811377,99.6389522312725,52.8018922681097,43.9990996197017,1,25.8065034234346,87.7144541797433,40.450002489801,10.334986946118,29.6139929881052,46.8247855444307
"13",45.062165550719,61.3413125300158,28.0185993226438,84.3876393325102,99.6820247610745,54.4645478334408,99.6359387904965,40.4054020165515,90.193291954187,50.9902828284064,98.2931567457779,32.8260064583484,99.6276935569649,29.863905296842,47.0351251714678,1,51.6293274952772,93.9041241719736,30.4145533175065,62.7904437247644,62.7311354984005,86.7782298508422
"14",48.7250139339184,65.2964417507571,24.6583706760426,88.5686721756099,99.5321110471579,38.9290092774371,98.8482032272768,44.999188290609,76.9699073614544,25.6795563126911,93.3034457867535,45.4821454570073,99.6247811696037,52.7214716952678,44.0589830826572,1,45.3512789458274,94.0194412945147,32.8528936119188,23.8221350744222,35.1511075242621,55.1136048563527
"15",37.9926375300548,52.5889734063465,35.4532236575083,70.6255185349182,98.5483225827742,31.9071311810244,98.6491165108818,41.8578646508712,72.8212833160679,59.4048385857159,98.8002281150341,43.6631173473779,99.7836751194022,36.7233431068181,46.0023486076958,1,62.3505040184058,92.3477272830179,25.7224785147378,37.3079559507518,41.5279445226029,64.4752108025337
"16",37.7289672332772,51.8916368279056,35.7248304225232,69.6405679157158,98.0547627372472,45.6024455343122,98.870862055324,55.1015389087287,75.539859918223,44.880063202217,97.0981716324279,51.1496555092989,99.5317560319062,40.2958613790679,42.3177273162245,1,54.9288271023492,90.5626559306072,27.8696557522975,35.3218994715554,40.7563393486966,63.0380864104362
